date, pm25
10/30/2014, 
10/31/2014, 
11/1/2014, 
11/2/2014, 
11/3/2014, 
11/4/2014, 
11/5/2014, 
11/6/2014, 
11/7/2014, 
11/8/2014, 
11/9/2014, 
11/10/2014, 
11/11/2014, 
11/12/2014, 
11/13/2014, 
11/14/2014, 
11/15/2014, 
11/16/2014, 
11/17/2014, 
11/18/2014, 
11/19/2014, 
11/20/2014, 
11/21/2014, 
11/22/2014, 
11/23/2014, 
11/24/2014, 
11/25/2014, 
11/26/2014, 
11/27/2014, 
11/28/2014, 
11/29/2014, 
12/1/2014, 
12/2/2014, 
12/3/2014, 
12/4/2014, 
12/5/2014, 
12/6/2014, 
12/7/2014, 
12/8/2014, 
12/9/2014, 
12/10/2014, 
12/11/2014, 
12/12/2014, 
12/13/2014, 
12/14/2014, 
12/15/2014, 
12/16/2014, 
12/17/2014, 
12/18/2014, 
12/19/2014, 
12/20/2014, 
12/21/2014, 
12/22/2014, 
12/23/2014, 
12/24/2014, 
12/25/2014, 
12/26/2014, 
12/27/2014, 
12/28/2014, 
7/1/2014, 
7/2/2014, 
7/3/2014, 
7/4/2014, 
7/5/2014, 
7/6/2014, 
7/7/2014, 
7/8/2014, 
7/9/2014, 
7/10/2014, 
7/11/2014, 
7/12/2014, 
7/13/2014, 
7/14/2014, 
7/15/2014, 
7/16/2014, 
7/17/2014, 
7/18/2014, 
7/19/2014, 
7/20/2014, 
7/21/2014, 
7/22/2014, 
7/23/2014, 
7/24/2014, 
7/25/2014, 
7/26/2014, 
7/27/2014, 
7/28/2014, 
7/29/2014, 
7/30/2014, 
7/31/2014, 
8/1/2014, 
8/2/2014, 
8/3/2014, 
8/4/2014, 
8/5/2014, 
8/6/2014, 
8/7/2014, 
8/8/2014, 
8/9/2014, 
8/10/2014, 
8/11/2014, 
8/12/2014, 
8/13/2014, 
8/14/2014, 
8/15/2014, 
8/16/2014, 
8/17/2014, 
8/18/2014, 
8/19/2014, 
8/20/2014, 
8/21/2014, 
8/22/2014, 
8/23/2014, 
8/24/2014, 
8/25/2014, 
8/26/2014, 
8/27/2014, 
8/28/2014, 
8/29/2014, 
8/30/2014, 
8/31/2014, 
9/1/2014, 
9/2/2014, 
9/3/2014, 
9/4/2014, 
9/5/2014, 
9/6/2014, 
9/7/2014, 
9/8/2014, 
9/9/2014, 
9/10/2014, 
9/11/2014, 
9/12/2014, 
9/13/2014, 
9/14/2014, 
9/15/2014, 
9/16/2014, 
9/17/2014, 
9/18/2014, 
9/19/2014, 
9/20/2014, 
9/21/2014, 
9/22/2014, 
9/23/2014, 
9/24/2014, 
9/25/2014, 
9/26/2014, 
9/27/2014, 
9/28/2014, 
9/29/2014, 
9/30/2014, 
4/1/2014, 
4/2/2014, 
4/3/2014, 
4/4/2014, 
4/5/2014, 
4/6/2014, 
4/7/2014, 
4/8/2014, 
4/9/2014, 
4/10/2014, 
4/11/2014, 
4/12/2014, 
4/13/2014, 
4/14/2014, 
4/15/2014, 
4/16/2014, 
4/17/2014, 
4/18/2014, 
4/19/2014, 
4/20/2014, 
4/21/2014, 
4/22/2014, 
4/23/2014, 
4/24/2014, 
4/25/2014, 
4/26/2014, 
4/27/2014, 
4/28/2014, 
4/29/2014, 
4/30/2014, 
5/1/2014, 
5/2/2014, 
5/3/2014, 
5/4/2014, 
5/5/2014, 
5/6/2014, 
5/7/2014, 
5/8/2014, 
5/9/2014, 
5/10/2014, 
5/11/2014, 
5/12/2014, 
5/13/2014, 
5/14/2014, 
5/15/2014, 
5/16/2014, 
5/17/2014, 
5/18/2014, 
5/19/2014, 
5/20/2014, 
5/21/2014, 
5/22/2014, 
5/23/2014, 
5/24/2014, 
5/25/2014, 
5/26/2014, 
5/27/2014, 
5/28/2014, 
5/29/2014, 
5/30/2014, 
5/31/2014, 
6/1/2014, 
6/2/2014, 
6/3/2014, 
6/4/2014, 
6/5/2014, 
6/6/2014, 
6/7/2014, 
6/8/2014, 
6/9/2014, 
6/10/2014, 
6/11/2014, 
6/12/2014, 
6/13/2014, 
6/14/2014, 
6/15/2014, 
6/16/2014, 
6/17/2014, 
6/18/2014, 
6/19/2014, 
6/20/2014, 
6/21/2014, 
6/22/2014, 
6/23/2014, 
6/24/2014, 
6/25/2014, 
6/26/2014, 
6/27/2014, 
6/28/2014, 
6/29/2014, 
6/30/2014, 
1/1/2014, 
1/2/2014, 
1/3/2014, 
1/4/2014, 
1/5/2014, 
1/6/2014, 
1/7/2014, 
1/8/2014, 
1/9/2014, 
1/10/2014, 
1/11/2014, 
1/12/2014, 
1/13/2014, 
1/14/2014, 
1/15/2014, 
1/16/2014, 
1/17/2014, 
1/18/2014, 
1/19/2014, 
1/20/2014, 
1/21/2014, 
1/22/2014, 
1/23/2014, 
1/24/2014, 
1/25/2014, 
1/27/2014, 
1/28/2014, 
1/29/2014, 
1/30/2014, 
1/31/2014, 
2/1/2014, 
2/2/2014, 
2/3/2014, 
2/4/2014, 
2/5/2014, 
2/6/2014, 
2/7/2014, 
2/8/2014, 
2/9/2014, 
2/10/2014, 
2/11/2014, 
2/12/2014, 
2/13/2014, 
2/14/2014, 
2/15/2014, 
2/16/2014, 
2/17/2014, 
2/18/2014, 
2/19/2014, 
2/20/2014, 
2/21/2014, 
2/22/2014, 
2/23/2014, 
2/24/2014, 
2/25/2014, 
2/26/2014, 
2/27/2014, 
2/28/2014, 
3/1/2014, 
3/2/2014, 
3/3/2014, 
3/4/2014, 
3/5/2014, 
3/6/2014, 
3/7/2014, 
3/8/2014, 
3/9/2014, 
3/10/2014, 
3/11/2014, 
3/12/2014, 
3/13/2014, 
3/14/2014, 
3/15/2014, 
3/16/2014, 
3/17/2014, 
3/18/2014, 
3/19/2014, 
3/20/2014, 
3/21/2014, 
3/22/2014, 
3/23/2014, 
3/24/2014, 
3/25/2014, 
3/26/2014, 
3/27/2014, 
3/28/2014, 
3/29/2014, 
3/30/2014, 
3/31/2014, 
1/2/2016, 
12/31/2014, 
3/15/2015, 
11/30/2014, 
12/31/2013, 
1/26/2014, 
1/1/2016, 
